sample_id,ES_positive,ES_control,CPS,CPS_zscore,Unnamed: 0,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,data_processing,data_processing.1,data_processing.2,data_processing.3,platform_id,contact_name,contact_email,contact_phone,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,tissue:ch1,subgroup,CPS_class
AB_81,0.7287083998701409,0.7662203977628832,-0.03751199789274229,0.05098441742479942,GSM8059567,"AB_81, Colorectal",GSM8059567,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735545,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504060,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_82,1.255784374885405,0.7725363861434147,0.48324798874199026,2.4182303055380823,GSM8059568,"AB_82, Pancreas",GSM8059568,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735544,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504061,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-High
AB_83,0.6500074765845678,1.0193208642013378,-0.36931338761677,-1.457302501027339,GSM8059569,"AB_83, Colorectal",GSM8059569,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735543,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504062,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_84,0.836178309667018,0.6557167018663413,0.18046160780067666,1.041838428942583,GSM8059570,"AB_84, Pancreas",GSM8059570,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735542,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504063,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-High
AB_1,0.6760413360796287,0.6055970245998012,0.07044431147982744,0.5417270551408447,GSM8059487,"AB_1, Colorectal",GSM8059487,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735625,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23503980,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
AB_30,0.8687341135132726,0.6790805514861086,0.189653562027164,1.0836227756758894,GSM8059516,"AB_30, Colorectal",GSM8059516,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735596,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504009,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
AB_43,0.7776750417170095,0.6947352748488712,0.08293976686813831,0.5985282997587987,GSM8059529,"AB_43, Colorectal",GSM8059529,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735583,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504022,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
AB_61,0.793115360334896,0.7832357002502023,0.009879660084693764,0.26641515395841564,GSM8059547,"AB_61, Colorectal",GSM8059547,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735565,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504040,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_73,0.7555790138355019,0.5242350480360823,0.23134396579941952,1.2731370230001133,GSM8059559,"AB_73, Colorectal",GSM8059559,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735553,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504052,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
AB_2,0.7597030236725589,0.6778157812192523,0.08188724245330659,0.5937437845174293,GSM8059488,"AB_2, Colorectal",GSM8059488,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735624,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23503981,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
